Dates,division Flooded Area (m^2),division Fractional flooded Area
2017-01-03 00:00:00.000000000,199161211.12795734,0.006401513591791513
2017-01-10 00:00:00.000000000,,
2017-01-17 00:00:00.000000001,189410834.06114954,0.0060881133520321725
2017-01-24 00:00:00.000000001,199676933.5104939,0.006418090132086188
2017-01-31 00:00:00.000000002,192067537.9786869,0.006173506115719246
2017-02-07 00:00:00.000000002,,
2017-02-14 00:00:00.000000003,208561609.47150633,0.0067036646854892745
2017-02-21 00:00:00.000000003,172627248.9098369,0.00554864912676147
2017-02-28 00:00:00.000000004,198159448.71803233,0.00636931457248167
2017-03-07 00:00:00.000000004,165037309.71667928,0.005304690483255064
2017-03-14 00:00:00.000000005,128868555.70564584,0.004142140963253212
2017-03-21 00:00:00.000000005,93915635.44631429,0.0030186712231080807
2017-03-28 00:00:00.000000006,98519746.51931857,0.003166658270611114
2017-04-04 00:00:00.000000006,128581680.47402109,0.004132920113048529
2017-04-11 00:00:00.000000007,97165820.90226565,0.003123139890748127
2017-04-18 00:00:00.000000007,442869124.92615956,0.014234863839917946
2017-04-25 00:00:00.000000008,410144720.59718144,0.013183023886200032
2017-05-02 00:00:00.000000008,171862865.8219111,0.005524080041752499
2017-05-09 00:00:00.000000009,115553009.56749132,0.0037141477355420276
2017-05-16 00:00:00.000000009,193417313.8807013,0.006216891113900777
2017-05-23 00:00:00.000000010,295128692.42460525,0.009486136006021507
2017-05-30 00:00:00.000000010,670533260.0910329,0.02155252899854689
2017-06-06 00:00:00.000000011,350177731.3499516,0.011255542653530074
2017-06-13 00:00:00.000000011,393044570.0206569,0.012633384497499123
2017-06-20 00:00:00.000000012,639323875.9366333,0.020549385385770447
2017-06-27 00:00:00.000000012,818748076.532025,0.026316504657151966
2017-07-04 00:00:00.000000013,795156291.0490162,0.02555820872910059
2017-07-11 00:00:00.000000013,903936556.6082293,0.029054664412173314
2017-07-18 00:00:00.000000014,848623817.0945275,0.02727678180244821
2017-07-25 00:00:00.000000014,1840996228.2439404,0.05917398428536744
2017-08-01 00:00:00.000000015,968944323.2280337,0.031144168182670677
2017-08-08 00:00:00.000000015,840958773.37509,0.027030409121373628
2017-08-15 00:00:00.000000016,957554209.6565689,0.030778062923384343
2017-08-22 00:00:00.000000016,957554209.6565689,0.030778062923384343
2017-08-29 00:00:00.000000017,854755239.9738159,0.027473860273082577
2017-09-05 00:00:00.000000017,461580327.5931938,0.014836286263056503
2017-09-12 00:00:00.000000018,562091890.0758605,0.018066966221874405
2017-09-19 00:00:00.000000018,664103293.2960991,0.02134585461853375
2017-09-26 00:00:00.000000019,544329078.0655804,0.017496027323339637
2017-10-03 00:00:00.000000019,450365166.52970785,0.014475804392237238
2017-10-10 00:00:00.000000020,230046146.03280362,0.007394228636328696
2017-10-17 00:00:00.000000020,461941813.96034235,0.014847905292080492
2017-10-24 00:00:00.000000021,426967596.01303875,0.013723750993741249
2017-10-31 00:00:00.000000021,352980524.90684354,0.011345631084644814
2017-11-07 00:00:00.000000022,298589837.7865842,0.009597385425285378
2017-11-14 00:00:00.000000022,206432948.54566386,0.006635244475690786
2017-11-21 00:00:00.000000023,221206714.67291516,0.007110108351693156
2017-11-28 00:00:00.000000023,216873317.58822575,0.006970822693712062
2017-12-05 00:00:00.000000024,216873317.58822575,0.006970822693712062
2017-12-12 00:00:00.000000024,142150972.61563438,0.004569069339012608
2017-12-19 00:00:00.000000025,98614140.84831117,0.0031696923281799142
2017-12-26 00:00:00.000000025,132517993.5578805,0.004259442549647306
2018-01-02 00:00:00.000000026,85520517.60311697,0.0027488322284888365
2018-01-09 00:00:00.000000026,165090738.0238571,0.005306407795741005
2018-01-16 00:00:00.000000027,177649656.0235473,0.005710081200908033
2018-01-23 00:00:00.000000027,110433806.55149211,0.0035496044115661328
2018-01-30 00:00:00.000000028,221298201.66488168,0.00711304896055584
2018-02-06 00:00:00.000000028,165345388.9080576,0.005314592879006662
2018-02-13 00:00:00.000000029,92656702.68460794,0.0029782061388701816
2018-02-20 00:00:00.000000029,68215130.44898415,0.002192596049511088
2018-02-27 00:00:00.000000030,59807565.03217187,0.0019223569603592304
2018-03-06 00:00:00.000000030,103289151.69334109,0.003319958262478758
2018-03-13 00:00:00.000000031,156018627.20349908,0.0050148086414988245
2018-03-20 00:00:00.000000031,152690560.61655074,0.004907836689630902
2018-03-27 00:00:00.000000032,100443178.09179334,0.0032284819223369885
2018-04-03 00:00:00.000000032,77715173.06085818,0.002497949946276849
2018-04-10 00:00:00.000000033,214534675.63505554,0.006895653195772354
2018-04-17 00:00:00.000000033,210883938.8504607,0.006778309858612076
2018-04-24 00:00:00.000000034,137692551.10715568,0.0044257650995835505
2018-05-01 00:00:00.000000034,136237702.82243502,0.004379002825866254
2018-05-08 00:00:00.000000035,218683574.5682118,0.007029008645667189
2018-05-15 00:00:00.000000035,643873519.2098037,0.02069562170902865
2018-05-22 00:00:00.000000036,643873519.2098037,0.02069562170902865
2018-05-29 00:00:00.000000036,422235797.06280303,0.013571659755080838
2018-06-05 00:00:00.000000037,303356445.3354543,0.009750595494846682
2018-06-12 00:00:00.000000037,1271561720.8664672,0.04087100893204927
2018-06-19 00:00:00.000000038,551665958.4400388,0.017731852056340827
2018-06-26 00:00:00.000000038,727340455.630665,0.023378446968712645
2018-07-03 00:00:00.000000039,758172703.0222572,0.024369468511637224
2018-07-10 00:00:00.000000039,670344581.9831723,0.02154646443675244
2018-07-17 00:00:00.000000040,940079339.432733,0.03021637915665526
2018-07-24 00:00:00.000000040,940079339.432733,0.03021637915665526
2018-07-31 00:00:00.000000041,1209290409.5110738,0.03886946132263993
2018-08-07 00:00:00.000000041,881116622.5249747,0.0283211776183825
2018-08-14 00:00:00.000000042,881116622.5249747,0.0283211776183825
2018-08-21 00:00:00.000000042,727298098.706859,0.023377085516741575
2018-08-28 00:00:00.000000043,653595041.0343219,0.021008094472877065
2018-09-04 00:00:00.000000043,596114770.1205441,0.019160542264138995
2018-09-11 00:00:00.000000044,372975737.5197154,0.011988324632184164
2018-09-18 00:00:00.000000044,521871467.86458546,0.016774186478294466
2018-09-25 00:00:00.000000045,514121026.5605461,0.016525068916349566
2018-10-02 00:00:00.000000045,318920428.3286229,0.01025085881474168
2018-10-09 00:00:00.000000046,496201443.17907447,0.015949091014196563
2018-10-16 00:00:00.000000046,283336925.69778097,0.009107120661891555
2018-10-23 00:00:00.000000047,293329077.84549963,0.009428292126066743
2018-10-30 00:00:00.000000047,206317333.13492513,0.00663152832223363
2018-11-06 00:00:00.000000048,206317333.13492513,0.00663152832223363
2018-11-13 00:00:00.000000048,154966790.60542262,0.004981000119042089
2018-11-20 00:00:00.000000049,110534187.73821215,0.003552830900938783
2018-11-27 00:00:00.000000049,163654161.82098964,0.005260232830062614
2018-12-04 00:00:00.000000050,99570913.29657258,0.0032004452634382865
2018-12-11 00:00:00.000000050,129208817.55656604,0.004153077785996444
2018-12-18 00:00:00.000000051,86404270.5392893,0.002777238143479271
2018-12-25 00:00:00.000000051,41942248.56715237,0.0013481233255828202
2019-01-01 00:00:00.000000052,9592942.209960788,0.0003083399101388279
2019-01-08 00:00:00.000000052,10273.321464538574,3.302089127477464e-07
2019-01-15 00:00:00.000000053,383722.66738281253,1.2333756441917666e-05
2019-01-22 00:00:00.000000053,19044019.107759036,0.0006121199327429853
2019-01-29 00:00:00.000000054,34387155.1222004,0.0011052847070526183
2019-02-05 00:00:00.000000054,26410752.74904145,0.0008489042205302235
2019-02-12 00:00:00.000000055,79916039.23374829,0.002568691003933997
2019-02-19 00:00:00.000000055,90085823.72915924,0.002895571992979283
2019-02-26 00:00:00.000000056,100422289.88598987,0.0032278105258707703
2019-03-05 00:00:00.000000056,36459163.83263477,0.00117188398030987
2019-03-12 00:00:00.000000057,20746405.65199839,0.0006668386731026708
2019-03-19 00:00:00.000000057,30876092.869695712,0.0009924308405605412
2019-03-26 00:00:00.000000058,59145224.28326,0.0019010677580966846
2019-04-02 00:00:00.000000058,59145224.28326,0.0019010677580966846
2019-04-09 00:00:00.000000059,59033316.19731824,0.0018974707668495923
2019-04-16 00:00:00.000000059,97805199.86473368,0.003143691046745642
