Dates,country Flooded Area (m^2),country Fractional flooded Area
2020-04-26 00:00:00.000000086,1489369484.6086524,0.010752664498989229
2020-05-03 00:00:00.000000086,1146284337.9735122,0.008275724079249442
2020-05-10 00:00:00.000000087,1069711054.2890749,0.007722894954204606
2020-05-17 00:00:00.000000087,2859748757.7194715,0.02064626626296065
2020-05-24 00:00:00.000000088,4635959488.063084,0.03346981224014169
2020-05-31 00:00:00.000000088,5468995490.490068,0.03948400599276191
2020-06-07 00:00:00.000000089,5468995490.490068,0.03948400599276191
2020-06-14 00:00:00.000000089,6632798634.541092,0.0478862089921994
2020-06-21 00:00:00.000000090,6415484311.242941,0.04631728466992897
2020-06-28 00:00:00.000000090,10348008232.486357,0.07470856755598249
2020-07-05 00:00:00.000000091,11019325031.861134,0.07955521198559423
2020-07-12 00:00:00.000000091,16541657544.035833,0.1194242903901901
2020-07-19 00:00:00.000000092,21935487723.74997,0.15836563227099845
2020-07-26 00:00:00.000000092,17331442722.9268,0.12512623013224156
2020-08-02 00:00:00.000000093,18003827557.30423,0.12998058535637097
2020-08-09 00:00:00.000000093,13960978707.709831,0.10079279968662783
2020-08-16 00:00:00.000000094,12679151370.829138,0.09153850822870087
2020-08-23 00:00:00.000000094,11756408469.740532,0.08487666579351973
2020-08-30 00:00:00.000000095,9106816213.361452,0.06574764718102263
2020-09-06 00:00:00.000000095,9364049359.53611,0.06760476977378366
2020-09-13 00:00:00.000000096,9168300487.041092,0.0661915395621096
2020-09-20 00:00:00.000000096,10205684831.953325,0.07368104833251117
2020-09-27 00:00:00.000000097,10282847494.888744,0.07423813254496982
2020-10-04 00:00:00.000000097,9018507425.822197,0.06511009231331859
2020-10-11 00:00:00.000000098,7000927819.494459,0.050543957562313294
2020-10-18 00:00:00.000000098,4406308872.1265745,0.03181182471544069
